fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,rank_flag,current_p4p,p4p_flag,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Roberto Romero,2000-01-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,"featherweight, lightweight",16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,-1,0,10.5,2386,2474,2723,2024-11-16,L - David Onama,2025-04-26,L - Timmy Cuamba,NA,NA
Tainara Lisboa,1991-03-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's bantamweight,16,NA,16,NA,15,16,4,2,0 KO 1 Sub 1 Dec,2,1 KO 1 Sub 0 Dec,-2,2,0,9.8,2385,2591,2482,2023-05-13,W - Jessica-Rose Clark,2025-10-18,L - Melissa Croden,NA,NA
Angel Pacheco,1992-01-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,0,9.5,2380,2405,2706,2024-03-30,L - Caolan Loughran,2026-02-28,L - Santiago Luna,NA,NA
Ernesta Kareckaite,1998-07-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Lithuania,female,women's flyweight,16,NA,16,NA,16,16,3,1,0 KO 0 Sub 1 Dec,2,0 KO 0 Sub 2 Dec,-1,1,1,11,2376,2437,2562,2024-05-04,L - Dione Barbosa,2026-02-28,L - Regina Tarin,NA,NA
Ollie Schmid,2000-12-28,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Hungary, New Zealand, United States",male,featherweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,4,2376,2376,2816,2026-05-02,L - Marwan Rahiki,2026-05-02,L - Marwan Rahiki,NA,NA
Kevin Christian,1995-01-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,light heavyweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,1 KO 1 Sub 0 Dec,-2,-1,0,7.5,2365,2492,2539,2025-11-01,L - Billy Elekana,2026-05-02,L - Junior Tafa,NA,NA
Josias Musasa,1998-10-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,DR Congo,male,bantamweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 1 Sub 1 Dec,-2,-1,0,9,2361,2465,2514,2025-03-15,L - Carlos Vera,2025-09-28,L - Colby Thicknesse,NA,NA
Saimon Oliveira,1991-04-21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,bantamweight,16,NA,16,NA,16,16,4,0,0 KO 0 Sub 0 Dec,4,2 KO 1 Sub 1 Dec,-4,-1,0,10,2360,2498,2693,2022-01-22,L - Tony Gravely,2025-10-11,L - Luan Lacerda,NA,NA
Ricky Turcios,1993-06-05,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Philippines, El Salvador, United States",male,"featherweight, bantamweight",16,NA,16,NA,16,16,6,2,0 KO 0 Sub 2 Dec,4,0 KO 2 Sub 2 Dec,-3,1,0,6.5,2357,2738,2563,2021-08-28,W - Brady Hiestand,2026-03-07,L - Alberto Montes,NA,NA
Vanessa Demopoulos,1988-09-22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Greece, United States",female,"women's flyweight, women's strawweight",16,NA,16,NA,16,16,10,5,0 KO 1 Sub 4 Dec,5,0 KO 1 Sub 4 Dec,-3,3,1,10.3,2350,2603,2541,2021-08-28,L - JJ Aldrich,2025-06-14,L - Jamey-Lyn Horth,NA,NA
Marnic Mann,1993-03-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,0 KO 0 Sub 2 Dec,-2,-1,0,10.5,2349,2421,2604,2023-09-16,L - Josefine Knutsson,2024-04-27,L - Ketlen Souza,NA,NA
Rayanne dos Santos,1995-06-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,16,16,3,0,0 KO 0 Sub 0 Dec,3,0 KO 0 Sub 3 Dec,-3,-1,1,11.3,2332,2515,2427,2023-12-09,L - Talita Alencar,2025-05-31,L - Alice Ardelean,NA,NA
Elisha Ellison,1997-03-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,NA,16,NA,16,16,1,0,0 KO 0 Sub 0 Dec,1,1 KO 0 Sub 0 Dec,-1,-1,0,11,2319,2319,2433,2025-09-28,L - Brando Pericic,2025-09-28,L - Brando Pericic,NA,NA
Montserrat Conejo Ruiz,1993-02-03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,female,women's strawweight,16,NA,16,NA,16,16,5,1,0 KO 0 Sub 1 Dec,4,3 KO 0 Sub 1 Dec,-4,1,0,8.2,2297,2582,2565,2021-03-20,W - Cheyanne Vlismas,2025-11-01,L - Alice Ardelean,NA,NA
Sean Sharaf,1993-07-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,NA,16,NA,16,16,2,0,0 KO 0 Sub 0 Dec,2,2 KO 0 Sub 0 Dec,-2,-1,1,9,2291,2329,2514,2024-10-12,L - Junior Tafa,2025-12-13,L - Steven Asplund,NA,NA
Hailey Cowan,1992-02-12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's bantamweight,16,NA,16,NA,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,-3,-1,0,11.3,2284,2402,2572,2023-04-29,L - Jamey-Lyn Horth,2026-04-04,L - Alice Pereira,NA,NA
Ravena Oliveira,1997-02-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,"women's strawweight, women's bantamweight",16,NA,16,NA,16,16,3,0,0 KO 0 Sub 0 Dec,3,1 KO 1 Sub 1 Dec,-3,-1,0,10.3,2273,2406,2493,2023-10-14,L - Tainara Lisboa,2026-03-21,L - Shanelle Dyer,NA,NA
